ID,Name,Temperature,Rainfall,Spawn Chance,Root Height,Height Variation,Types,Class
54874,null,null,null,null
54875,null,null,null,null
54876,null,null,null,null
54877,null,null,null,null
54878,null,null,null,null
54879,null,null,null,null
54880,null,null,null,null
54881,null,null,null,null
54882,null,null,null,null
54883,null,null,null,null
54884,null,null,null,null
54885,null,null,null,null
54886,null,null,null,null
54887,null,null,null,null
54888,null,null,null,null
54889,null,null,null,null
54890,null,null,null,null
54891,null,null,null,null
54892,null,null,null,null
54893,null,null,null,null
54894,null,null,null,null
54895,null,null,null,null
54896,null,null,null,null
54897,null,null,null,null
54898,null,null,null,null
54899,null,null,null,null
54900,null,null,null,null
54901,null,null,null,null
54902,null,null,null,null
54903,null,null,null,null
54904,null,null,null,null
54905,null,null,null,null
54906,null,null,null,null
54907,null,null,null,null
54908,null,null,null,null
54909,null,null,null,null
54910,null,null,null,null
54911,null,null,null,null
54912,null,null,null,null
54913,null,null,null,null
54914,null,null,null,null
54915,null,null,null,null
54916,null,null,null,null
54917,null,null,null,null
54918,null,null,null,null
54919,null,null,null,null
54920,null,null,null,null
54921,null,null,null,null
54922,null,null,null,null
54923,null,null,null,null
54924,null,null,null,null
54925,null,null,null,null
54926,null,null,null,null
54927,null,null,null,null
54928,null,null,null,null
54929,null,null,null,null
54930,null,null,null,null
54931,null,null,null,null
54932,null,null,null,null
54933,null,null,null,null
54934,null,null,null,null
54935,null,null,null,null
54936,null,null,null,null
54937,null,null,null,null
54938,null,null,null,null
54939,null,null,null,null
54940,null,null,null,null
54941,null,null,null,null
54942,null,null,null,null
54943,null,null,null,null
54944,null,null,null,null
54945,null,null,null,null
54946,null,null,null,null
54947,null,null,null,null
54948,null,null,null,null
54949,null,null,null,null
54950,null,null,null,null
54951,null,null,null,null
54952,null,null,null,null
54953,null,null,null,null
54954,null,null,null,null
54955,null,null,null,null
54956,null,null,null,null
54957,null,null,null,null
54958,null,null,null,null
54959,null,null,null,null
54960,null,null,null,null
54961,null,null,null,null
54962,null,null,null,null
54963,null,null,null,null
54964,null,null,null,null
54965,null,null,null,null
54966,null,null,null,null
54967,null,null,null,null
54968,null,null,null,null
54969,null,null,null,null
54970,null,null,null,null
54971,null,null,null,null
54972,null,null,null,null
54973,null,null,null,null
54974,null,null,null,null
54975,null,null,null,null
54976,null,null,null,null
54977,null,null,null,null
54978,null,null,null,null
54979,null,null,null,null
54980,null,null,null,null
54981,null,null,null,null
54982,null,null,null,null
54983,null,null,null,null
54984,null,null,null,null
54985,null,null,null,null
54986,null,null,null,null
54987,null,null,null,null
54988,null,null,null,null
54989,null,null,null,null
54990,null,null,null,null
54991,null,null,null,null
54992,null,null,null,null
54993,null,null,null,null
54994,null,null,null,null
54995,null,null,null,null
54996,null,null,null,null
54997,null,null,null,null
54998,null,null,null,null
54999,null,null,null,null
55000,null,null,null,null
55001,null,null,null,null
55002,null,null,null,null
55003,null,null,null,null
55004,null,null,null,null
55005,null,null,null,null
55006,null,null,null,null
55007,null,null,null,null
55008,null,null,null,null
55009,null,null,null,null
55010,null,null,null,null
55011,null,null,null,null
55012,null,null,null,null
55013,null,null,null,null
55014,null,null,null,null
55015,null,null,null,null
55016,null,null,null,null
55017,null,null,null,null
55018,null,null,null,null
55019,null,null,null,null
55020,null,null,null,null
55021,null,null,null,null
55022,null,null,null,null
55023,null,null,null,null
55024,null,null,null,null
55025,null,null,null,null
55026,null,null,null,null
55027,null,null,null,null
55028,null,null,null,null
55029,null,null,null,null
55030,null,null,null,null
55031,null,null,null,null
55032,null,null,null,null
55033,null,null,null,null
55034,null,null,null,null
55035,null,null,null,null
55036,null,null,null,null
55037,null,null,null,null
55038,null,null,null,null
55039,null,null,null,null
55040,null,null,null,null
55041,null,null,null,null
55042,null,null,null,null
55043,null,null,null,null
55044,null,null,null,null
55045,null,null,null,null
55046,null,null,null,null
55047,null,null,null,null
55048,null,null,null,null
55049,null,null,null,null
55050,null,null,null,null
55051,null,null,null,null
55052,null,null,null,null
55053,null,null,null,null
55054,null,null,null,null
55055,null,null,null,null
55056,null,null,null,null
55057,null,null,null,null
55058,null,null,null,null
55059,null,null,null,null
55060,null,null,null,null
55061,null,null,null,null
55062,null,null,null,null
55063,null,null,null,null
55064,null,null,null,null
55065,null,null,null,null
55066,null,null,null,null
55067,null,null,null,null
55068,null,null,null,null
55069,null,null,null,null
55070,null,null,null,null
55071,null,null,null,null
55072,null,null,null,null
55073,null,null,null,null
55074,null,null,null,null
55075,null,null,null,null
55076,null,null,null,null
55077,null,null,null,null
55078,null,null,null,null
55079,null,null,null,null
55080,null,null,null,null
55081,null,null,null,null
55082,null,null,null,null
55083,null,null,null,null
55084,null,null,null,null
55085,null,null,null,null
55086,null,null,null,null
55087,null,null,null,null
55088,null,null,null,null
55089,null,null,null,null
55090,null,null,null,null
55091,null,null,null,null
55092,null,null,null,null
55093,null,null,null,null
55094,null,null,null,null
55095,null,null,null,null
55096,null,null,null,null
55097,null,null,null,null
55098,null,null,null,null
55099,null,null,null,null
55100,null,null,null,null
55101,null,null,null,null
55102,null,null,null,null
55103,null,null,null,null
55104,null,null,null,null
55105,null,null,null,null
55106,null,null,null,null
55107,null,null,null,null
55108,null,null,null,null
55109,null,null,null,null
55110,null,null,null,null
55111,null,null,null,null
55112,null,null,null,null
55113,null,null,null,null
55114,null,null,null,null
55115,null,null,null,null
55116,null,null,null,null
55117,null,null,null,null
55118,null,null,null,null
55119,null,null,null,null
55120,null,null,null,null
55121,null,null,null,null
55122,null,null,null,null
55123,null,null,null,null
55124,null,null,null,null
55125,null,null,null,null
55126,null,null,null,null
55127,null,null,null,null
55128,null,null,null,null
55129,null,null,null,null
55130,null,null,null,null
55131,null,null,null,null
55132,null,null,null,null
55133,null,null,null,null
55134,null,null,null,null
55135,null,null,null,null
55136,null,null,null,null
55137,null,null,null,null
55138,null,null,null,null
55139,null,null,null,null
55140,null,null,null,null
55141,null,null,null,null
55142,null,null,null,null
55143,null,null,null,null
55144,null,null,null,null
55145,null,null,null,null
55146,null,null,null,null
55147,null,null,null,null
55148,null,null,null,null
55149,null,null,null,null
55150,null,null,null,null
55151,null,null,null,null
55152,null,null,null,null
55153,null,null,null,null
55154,null,null,null,null
55155,null,null,null,null
55156,null,null,null,null
55157,null,null,null,null
55158,null,null,null,null
55159,null,null,null,null
55160,null,null,null,null
55161,null,null,null,null
55162,null,null,null,null
55163,null,null,null,null
55164,null,null,null,null
55165,null,null,null,null
55166,null,null,null,null
55167,null,null,null,null
55168,null,null,null,null
55169,null,null,null,null
55170,null,null,null,null
55171,null,null,null,null
55172,null,null,null,null
55173,null,null,null,null
55174,null,null,null,null
55175,null,null,null,null
55176,null,null,null,null
55177,null,null,null,null
55178,null,null,null,null
55179,null,null,null,null
55180,null,null,null,null
55181,null,null,null,null
55182,null,null,null,null
55183,null,null,null,null
55184,null,null,null,null
55185,null,null,null,null
55186,null,null,null,null
55187,null,null,null,null
55188,null,null,null,null
55189,null,null,null,null
55190,null,null,null,null
55191,null,null,null,null
55192,null,null,null,null
55193,null,null,null,null
55194,null,null,null,null
55195,null,null,null,null
55196,null,null,null,null
55197,null,null,null,null
55198,null,null,null,null
55199,null,null,null,null
55200,null,null,null,null
55201,null,null,null,null
55202,null,null,null,null
55203,null,null,null,null
55204,null,null,null,null
55205,null,null,null,null
55206,null,null,null,null
55207,null,null,null,null
55208,null,null,null,null
55209,null,null,null,null
55210,null,null,null,null
55211,null,null,null,null
55212,null,null,null,null
55213,null,null,null,null
55214,null,null,null,null
55215,null,null,null,null
55216,null,null,null,null
55217,null,null,null,null
55218,null,null,null,null
55219,null,null,null,null
55220,null,null,null,null
55221,null,null,null,null
55222,null,null,null,null
55223,null,null,null,null
55224,null,null,null,null
55225,null,null,null,null
55226,null,null,null,null
55227,null,null,null,null
55228,null,null,null,null
55229,null,null,null,null
55230,null,null,null,null
55231,null,null,null,null
55232,null,null,null,null
55233,null,null,null,null
55234,null,null,null,null
55235,null,null,null,null
55236,null,null,null,null
55237,null,null,null,null
55238,null,null,null,null
55239,null,null,null,null
55240,null,null,null,null
55241,null,null,null,null
55242,null,null,null,null
55243,null,null,null,null
55244,null,null,null,null
55245,null,null,null,null
55246,null,null,null,null
55247,null,null,null,null
55248,null,null,null,null
55249,null,null,null,null
55250,null,null,null,null
55251,null,null,null,null
55252,null,null,null,null
55253,null,null,null,null
55254,null,null,null,null
55255,null,null,null,null
55256,null,null,null,null
55257,null,null,null,null
55258,null,null,null,null
55259,null,null,null,null
55260,null,null,null,null
55261,null,null,null,null
55262,null,null,null,null
55263,null,null,null,null
55264,null,null,null,null
55265,null,null,null,null
55266,null,null,null,null
55267,null,null,null,null
55268,null,null,null,null
55269,null,null,null,null
55270,null,null,null,null
55271,null,null,null,null
55272,null,null,null,null
55273,null,null,null,null
55274,null,null,null,null
55275,null,null,null,null
55276,null,null,null,null
55277,null,null,null,null
55278,null,null,null,null
55279,null,null,null,null
55280,null,null,null,null
55281,null,null,null,null
55282,null,null,null,null
55283,null,null,null,null
55284,null,null,null,null
55285,null,null,null,null
55286,null,null,null,null
55287,null,null,null,null
55288,null,null,null,null
55289,null,null,null,null
55290,null,null,null,null
55291,null,null,null,null
55292,null,null,null,null
55293,null,null,null,null
55294,null,null,null,null
55295,null,null,null,null
55296,null,null,null,null
55297,null,null,null,null
55298,null,null,null,null
55299,null,null,null,null
55300,null,null,null,null
55301,null,null,null,null
55302,null,null,null,null
55303,null,null,null,null
55304,null,null,null,null
55305,null,null,null,null
55306,null,null,null,null
55307,null,null,null,null
55308,null,null,null,null
55309,null,null,null,null
55310,null,null,null,null
55311,null,null,null,null
55312,null,null,null,null
55313,null,null,null,null
55314,null,null,null,null
55315,null,null,null,null
55316,null,null,null,null
55317,null,null,null,null
55318,null,null,null,null
55319,null,null,null,null
55320,null,null,null,null
55321,null,null,null,null
55322,null,null,null,null
55323,null,null,null,null
55324,null,null,null,null
55325,null,null,null,null
55326,null,null,null,null
55327,null,null,null,null
55328,null,null,null,null
55329,null,null,null,null
55330,null,null,null,null
55331,null,null,null,null
55332,null,null,null,null
55333,null,null,null,null
55334,null,null,null,null
55335,null,null,null,null
55336,null,null,null,null
